NAME;LUN;LUN_REDUCED;NAMETYPE;FACE;IAU_DIAMETER;IAU_CENTER_LATITUDE;IAU_CENTER_LONGITUDE;
Lunar formations database V2.1;� Copyright Christian Legrand;
For personal use only;
SOUTH MASSIF;LF2000N03040E;2000N03040;LF;Face visible;16;20.0000000000001;30.4;
SOUTH RAY;LF0920S01540E;0920S01540;LF;Face visible;0.8;-9.19999999999993;15.4000000000001;
SPALLANZANI;AA4638S02473E;4638S02473;AA;Face visible;30.8604;-46.3834974948263;24.7276511134153;
SPOOK;LF0900S01550E;0900S01550;LF;Face visible;0;-8.99999999999994;15.5000000000001;
SPORER;AA0430S00177W;0430S00177;AA;Face visible;25.5722;-4.30254296588851;358.225457774438;
SPOT;LF0900S01550E;0900S01550;LF;Face visible;0.05;-8.99999999999994;15.5000000000001;
SPUR;LF2590N00370E;2590N00370;LF;Face visible;0.1;25.9000000000001;3.70000000000005;
SPURR;AA2791N00127W;2791N00127;AA;Face visible;13.2059;27.9111539301673;358.730454912172;
ST GEORGE;LF2600N00350E;2600N00350;LF;Face visible;2.3;26.0000000000001;3.50000000000006;
STADIUS;AA1048N01377W;1048N01377;AA;Face visible;68.4813;10.4757975669716;346.226344759622;
STATIO TRANQUILLITATIS;LF0080N02350E;0080N02350;LF;Face visible;0.01;0.800000000000068;23.5000000000001;
STEINHEIL;AA4871S04666E;4871S04666;AA;Face visible;63.279;-48.7090500202576;46.6562384076615;
STELLA;AA1991N02976E;1991N02976;AA;Face visible;0.417311;19.9124076218526;29.7578548772308;
STENO APOLLO;LF2010N03080E;2010N03080;LF;Face visible;0.5;20.1000000000001;30.8000000000001;
STEVINUS;AA3249S05414E;3249S05414;AA;Face visible;71.5378;-32.490217033988;54.137162281145;
STEWART;AA0215N06698E;0215N06698;AA;Face visible;13.7683;2.14999131907322;66.9786182725077;
STIBORIUS;AA3449S03199E;3449S03199;AA;Face visible;43.7568;-34.4929651270565;31.9908472838457;
STOFLER;AA4124S00593E;4124S00593;AA;Face visible;129.874;-41.2416396507171;5.9265097627276;
STOKES;AA5236N08811W;5236N08811;AA;Zone des librations;53.8525;52.3638634801984;271.894059622449;
STONE MOUNTAIN;LF0910S01560E;0910S01560;LF;Face visible;5;-9.09999999999991;15.6000000000001;
STRABO;AA6194N05442E;6194N05442;AA;Face visible;54.7216;61.9381786036228;54.4249037993147;
STREET;AA4658S01074W;4658S01074;AA;Face visible;58.517;-46.5783697526079;349.263636146779;
STRUVE;AA2341N07665W;2341N07665;AA;Face visible;164.338;23.4131557206459;283.347673863;
STUBBY;LF0910S01550E;0910S01550;LF;Face visible;0.9;-9.09999999999991;15.5000000000001;
SUESS;AA0436N04772W;0436N04772;AA;Face visible;8.38565;4.3577800369121;312.282587366889;
SULPICIUS GALLUS;AA1963N01168E;1963N01168;AA;Face visible;11.605;19.6261601846332;11.6788486114503;
SURVEYOR;LF0320S02340W;0320S02340;LF;Face visible;0.01;-3.19999999999993;336.6;
SUSAN;AA1100S00630W;1100S00630;AA;Face visible;0.953762;-10.9981544705709;353.699383478878;
SVEDBERG;AA8168S06515E;8168S06515;AA;Face visible;15.3397;-81.6806053547433;65.1504897847757;
SWASEY;AA0546S08967E;0546S08967;AA;Zone des librations;24.8452;-5.45746141587641;89.6704057487136;
SWIFT;AA1935N05344E;1935N05344;AA;Face visible;10.0646;19.3462582287445;53.4447782120566;
SYLVESTER;AA8265N08122W;8265N08122;AA;Zone des librations;59.2774;82.6492382193775;278.781876047168;
T MAYER;AA1554N02917W;1554N02917;AA;Face visible;33.1499;15.5369957183856;330.833035775854;
TACCHINI;AA0508N08582E;0508N08582;AA;Zone des librations;42.5771;5.08429827723293;85.8244651667261;
TACITUS;AA1620S01895E;1620S01895;AA;Face visible;39.8059;-16.2049459740451;18.9494748581223;
TACQUET;AA1664N01920E;1664N01920;AA;Face visible;6.42755;16.6411768597612;19.2026297731026;
TAIZO;AA2470N00220E;2470N00220;AA;Face visible;8.18537;24.7024079187658;2.19605493995623;
TALBOT;AA0247S08530E;0247S08530;AA;Zone des librations;12.364;-2.47445623407866;85.2971132562993;
TANNERUS;AA5644S02192E;5644S02192;AA;Face visible;28.0682;-56.4375540773133;21.9220358537162;
TARUNTIUS;AA0550N04654E;0550N04654;AA;Face visible;57.3159;5.50219351559207;46.5425558514717;
TAURUS LITTROW VALLEY;LF2000N03100E;2000N03100;LF;Face visible;30;20.0000000000001;31.0000000000001;
TAYLOR;AA0528S01665E;0528S01665;AA;Face visible;36.3532;-5.28227422439416;16.6479007411068;
TEBBUTT;AA0946N05352E;0946N05352;AA;Face visible;33.9923;9.45906839546056;53.5188507206945;
TEMPEL;AA0376N01186E;0376N01186;AA;Face visible;43.1907;3.76120297677365;11.8573632254412;
TERRACE;LF2610N00370E;2610N00370;LF;Face visible;0.1;26.1000000000001;3.70000000000005;
THALES;AA6174N05027E;6174N05027;AA;Face visible;30.7471;61.73514855835;50.2674561471091;
THEAETETUS;AA3701N00606E;3701N00606;AA;Face visible;24.5931;37.0106123233001;6.05540485249698;
THEBIT;AA2201S00402W;2201S00402;AA;Face visible;54.6375;-22.0111433480275;355.984262806152;
THEILER;AA1336N08285E;1336N08285;AA;Zone des librations;8.27896;13.3631555281416;82.8500089054124;
THEON JUNIOR;AA0241S01579E;0241S01579;AA;Face visible;17.615;-2.40940821330669;15.7930342485009;
THEON SENIOR;AA0081S01542E;0081S01542;AA;Face visible;18.0189;-0.814312532313637;15.4191965772978;
THEOPHILUS;AA1145S02628E;1145S02628;AA;Face visible;98.5919;-11.4524451006093;26.2847149721097;
THEOPHRASTUS;AA1746N03906E;1746N03906;AA;Face visible;8.03044;17.4634727003651;39.0570322647556;
TIMAEUS;AA6291N00055W;6291N00055;AA;Face visible;32.8085;62.9129003097319;359.452956684362;
TIMOCHARIS;AA2672N01310W;2672N01310;AA;Face visible;34.1418;26.7172323133024;346.899816578411;
TISSERAND;AA2141N04817E;2141N04817;AA;Face visible;34.6309;21.4131296941705;48.1666493901748;
TOLANSKY;AA0952S01598W;0952S01598;AA;Face visible;13.0279;-9.51856153877334;344.017755727381;
TORRICELLI;AA0472S02840E;0472S02840;AA;Face visible;30.868;-4.71966381006333;28.4036551190867;
TORTILLA FLAT;LF2020N03070E;2020N03070;LF;Face visible;1;20.2;30.7;
TOSCANELLI;AA2796N04761W;2796N04761;AA;Face visible;7.05015;27.9590942093829;312.386419744007;
TOWNLEY;AA0342N06319E;0342N06319;AA;Face visible;17.676;3.42435491058564;63.1872170300513;
TRALLES;AA2832N05285E;2832N05285;AA;Face visible;44.1612;28.3180541683123;52.8495658783071;
TRAP;LF0910S01540E;0910S01540;LF;Face visible;1.1;-9.09999999999991;15.4000000000001;
TRIDENT;LF2020N03080E;2020N03080;LF;Face visible;0.3;20.2;30.8000000000001;
TRIESNECKER;AA0418N00360E;0418N00360;AA;Face visible;24.9652;4.18096394911998;3.59876633724315;
TRIPLET;LF0370S01750W;0370S01750;LF;Face visible;0.3;-3.69999999999993;342.5;
TROUVELOT;AA4937N00579E;4937N00579;AA;Face visible;8.50299;49.3708154287;5.79468388822078;
TUCKER;AA0562S08821E;0562S08821;AA;Zone des librations;6.78147;-5.61976160036185;88.2091362013118;
TURNER;AA0140S01324W;0140S01324;AA;Face visible;11.2167;-1.39609803331357;346.759215847314;
TYCHO;AA4330S01122W;4330S01122;AA;Face visible;85.2938;-43.2958059491476;348.784650841295;
UKERT;AA0771N00137E;0771N00137;AA;Face visible;21.707;7.70836139314677;1.36600977457749;
ULUGH BEIGH;AA3267N08196W;3267N08196;AA;Zone des librations;57.0384;32.6682406015608;278.043463128868;
UREY;AA2793N08743E;2793N08743;AA;Zone des librations;39.2939;27.9335022333582;87.4286024585514;
VAISALA;AA2590N04790W;2590N04790;AA;Face visible;8.12311;25.9025461160912;312.102458513644;
VALERA;AA3830N03500W;3830N03500;AA;Face visible;0.1;38.30005645752;325.00112915039;
VALLIS ALPES;VA4921N00363E;4921N00363;VA;Face visible;155.417;49.2087803039079;3.63138084511837;
VALLIS BAADE;VA4555S07723W;4555S07723;VA;Face visible;206.789;-45.5533481691715;282.770172959574;
VALLIS BOHR;VA1025N08886W;1025N08886;VA;Zone des librations;95.3219;10.2489440603384;271.138121915868;
VALLIS BOUVARD;VA3845S08232W;3845S08232;VA;Zone des librations;287.924;-38.4496613529462;277.679615071885;
VALLIS CAPELLA;VA0739S03504E;0739S03504;VA;Face visible;106.28;-7.39178426982261;35.038471639769;
VALLIS CHRISTEL;VA2454N01108E;2454N01108;VA;Face visible;2.10018;24.5441037607586;11.0814381550539;
VALLIS INGHIRAMI;VA4395S07259W;4395S07259;VA;Face visible;145.084;-43.9470233481256;287.410347547891;
VALLIS KRISHNA;VA2450N01126E;2450N01126;VA;Face visible;2.89613;24.5022983732233;11.2632114951789;
VALLIS PALITZSCH;VA2616S06464E;2616S06464;VA;Face visible;110.498;-26.1634987939921;64.6373897788519;
VALLIS RHEITA;VA4251S05165E;4251S05165;VA;Face visible;509.071;-42.5125636197832;51.6540370830179;
VALLIS SCHROTERI;VA2616N05158W;2616N05158;VA;Face visible;185.323;26.1555260289963;308.419475889947;
VALLIS SNELLIUS;VA3093S05784E;3093S05784;VA;Face visible;640;-30.9262101415493;57.8381971093856;
VAN ALBADA;AA0936N06435E;0936N06435;AA;Face visible;22.9241;9.36069816629833;64.3545047949767;
VAN BIESBROECK;AA2877N04559W;2877N04559;AA;Face visible;9.0809;28.766352820399;314.412760154518;
VAN SERG;LF2020N03080E;2020N03080;LF;Face visible;0.1;20.2;30.8000000000001;
VAN VLECK;AA0177S07820E;0177S07820;AA;Face visible;33.4815;-1.77382179163701;78.2014788897336;
VASCO DA GAMA;AA1378N08394W;1378N08394;AA;Zone des librations;93.5165;13.7807204238541;276.061381344332;
VASYA;AA3830N03500W;3830N03500;AA;Face visible;0.1;38.30005645752;324.99975585937;
VEGA;AA4541S06327E;4541S06327;AA;Face visible;73.5063;-45.4060858227723;63.2659409720218;
VENDELINUS;AA1646S06155E;1646S06155;AA;Face visible;141.211;-16.4576306852629;61.5456106031042;
VERA;AA2633N04371W;2633N04371;AA;Face visible;2.26617;26.3270278801592;316.287231654654;
VERNE;AA2495N02538W;2495N02538;AA;Face visible;1.54113;24.9532557674377;334.622847515035;
VERY;AA2562N02535E;2562N02535;AA;Face visible;4.65488;25.6227613361474;25.3480459424762;
VICTORY;LF2020N03070E;2020N03070;LF;Face visible;0.5;20.2;30.7;
VIETA;AA2931S05653W;2931S05653;AA;Face visible;87.1619;-29.3106311472515;303.47314602007;
VIRCHOW;AA0988N08377E;0988N08377;AA;Zone des librations;18.8284;9.87885330246238;83.7658082495794;
VITELLO;AA3042S03755W;3042S03755;AA;Face visible;42.5056;-30.4193519807554;322.449389749055;
VITRUVIUS;AA1766N03128E;1766N03128;AA;Face visible;30.9443;17.6626939008018;31.279680247588;
VITYA;AA3830N03500W;3830N03500;AA;Face visible;0.2;38.30005645752;325.00044250488;
VLACQ;AA5339S03869E;5339S03869;AA;Face visible;89.2075;-53.3893850601554;38.6902230997305;
VOGEL;AA1511S00583E;1511S00583;AA;Face visible;26.3046;-15.1071320223295;5.83068394355516;
VOLTA;AA5390N08477W;5390N08477;AA;Zone des librations;117.147;53.9004740789992;275.234377536319;
VON BAEYER;AA8180S06187E;8180S06187;AA;Face visible;13.4567;-81.8013369801883;61.8738360839159;
VON BEHRING;AA0775S07172E;0775S07172;AA;Face visible;37.6458;-7.74956358261011;71.7222467522632;
VON BRAUN;AA4104N07808W;4104N07808;AA;Face visible;61.8277;41.04311533944;281.915526154391;
VOSKRESENSKIY;AA2791N08812W;2791N08812;AA;Zone des librations;49.3735;27.9058603350888;271.879876035197;
W BOND;AA6541N00352E;6541N00352;AA;Face visible;170.532;65.4051547355465;3.51947549978062;
WALLACE;AA2026N00875W;2026N00875;AA;Face visible;25.7147;20.2570695641402;351.250851563638;
WALLACH;AA0489N03227E;0489N03227;AA;Face visible;5.74412;4.88894951120862;32.265447580601;
WALTER;AA2804N03381W;2804N03381;AA;Face visible;1.26214;28.0443580849361;326.1888445421;
WALTHER;AA3325S00062E;3325S00062;AA;Face visible;134.227;-33.2484615319925;0.615619818841694;
WAPOWSKI;AA8308S05379E;8308S05379;AA;Face visible;11.45;-83.0776503693869;53.7893187867231;
WARGENTIN;AA4953S06044W;4953S06044;AA;Face visible;84.6889;-49.5313027016568;299.561400463589;
WARNER;AA0398S08735E;0398S08735;AA;Zone des librations;34.5079;-3.98144549195838;87.3483805561726;
WATT;AA4960S04848E;4960S04848;AA;Face visible;66.5429;-49.5972262693411;48.4772693735639;
WATTS;AA0884N04631E;0884N04631;AA;Face visible;15.5506;8.84429318399549;46.307898188634;
WEBB;AA0098S06000E;0098S06000;AA;Face visible;21.4122;-0.981906461401656;59.999311649559;
WEIERSTRASS;AA0126S07715E;0126S07715;AA;Face visible;31.3213;-1.25798908387724;77.1472094997634;
WEIGEL;AA5839S03934W;5839S03934;AA;Face visible;34.8469;-58.3850388165895;320.663858820151;
WEINEK;AA2757S03706E;2757S03706;AA;Face visible;32.0099;-27.5650516866033;37.0614315962098;
WEIRD;LF0370S01750W;0370S01750;LF;Face visible;0.04;-3.69999999999993;342.5;
WEISS;AA3176S01959W;3176S01959;AA;Face visible;66.5551;-31.7618376118496;340.412690884858;
WERNER;AA2803S00329E;2803S00329;AA;Face visible;70.5907;-28.026273010682;3.29268580392115;
WESSEX CLEFT;LF2030N03090E;2030N03090;LF;Face visible;4;20.3000000000001;30.9;
WEST;LF0080N02350E;0080N02350;LF;Face visible;0.2;0.800000000000068;23.5000000000001;
WEXLER;AA6888S09071E;6888S09071;AA;Zone des librations;52.4441;-68.8843093588331;90.7106202049443;
WHEWELL;AA0416N01373E;0416N01373;AA;Face visible;13.0458;4.1603990720562;13.7337540099228;
WICHMANN;AA0754S03813W;0754S03813;AA;Face visible;9.77162;-7.53591708333262;321.870317493646;
WIDMANNSTATTEN;AA0609S08543E;0609S08543;AA;Zone des librations;52.8825;-6.09288408933303;85.4335061922207;
WILDT;AA0902N07583E;0902N07583;AA;Face visible;12.3083;9.02400306800429;75.8279841856165;
WILHELM;AA4321S02094W;4321S02094;AA;Face visible;100.827;-43.2126854414748;339.059415050167;
WILKINS;AA2958S01958E;2958S01958;AA;Face visible;59.44;-29.5801066751645;19.5767474784635;
WILLIAMS;AA4202N03731E;4202N03731;AA;Face visible;36.3575;42.0203067214594;37.3056002272906;
WILSON;AA6933S04283W;6933S04283;AA;Face visible;66.5731;-69.3285602072706;317.174351997862;
WINTHROP;AA1076S04446W;1076S04446;AA;Face visible;17.2506;-10.7601032441666;315.540044381209;
WOHLER;AA3825S03135E;3825S03135;AA;Face visible;28.0711;-38.2518446823529;31.3530579562271;
WOLF;AA2279S01663W;2279S01663;AA;Face visible;25.745;-22.7856451889379;343.374174492359;
WOLLASTON;AA3060N04698W;3060N04698;AA;Face visible;9.64319;30.5992744215538;313.020705523653;
WRECK;LF0910S01550E;0910S01550;LF;Face visible;1;-9.09999999999991;15.5000000000001;
WRIGHT;AA3155S08674W;3155S08674;AA;Zone des librations;40.165;-31.5478541001997;273.256588722697;
WROTTESLEY;AA2390S05662E;2390S05662;AA;Face visible;58.3834;-23.8964311499611;56.6192766296372;
WURZELBAUER;AA3404S01606W;3404S01606;AA;Face visible;86.7687;-34.0408714794312;343.943576110733;
XENOPHANES;AA5749N08201W;5749N08201;AA;Zone des librations;117.572;57.4888968245814;277.994149946235;
YAKOVKIN;AA5442S07893W;5442S07893;AA;Face visible;35.922;-54.4180134372478;281.071184862658;
YANGEL';AA1696N00469E;1696N00469;AA;Face visible;7.87297;16.9565388458465;4.68776352805024;
YERKES;AA1460N05170E;1460N05170;AA;Face visible;34.9369;14.6039370715454;51.6974775237723;
YOSHI;AA2456N01099E;2456N01099;AA;Face visible;0.504015;24.5615363669351;10.9922696805836;
YOUNG;AA4154S05098E;4154S05098;AA;Face visible;71.4446;-41.5418857754654;50.9762870775062;
ZACH;AA6092S00525E;6092S00525;AA;Face visible;68.5393;-60.9182582243987;5.24545040197477;
ZAGUT;AA3194S02189E;3194S02189;AA;Face visible;78.919;-31.9411863332345;21.8893255018546;
ZAHRINGER;AA0551N04021E;0551N04021;AA;Face visible;11.1885;5.50993344634777;40.213740399719;
ZENO;AA4515N07298E;4515N07298;AA;Face visible;66.776;45.1487572435504;72.9822079536974;
ZINNER;AA2664N05886W;2664N05886;AA;Face visible;4.55674;26.6411175365852;301.136464811926;
ZOLLNER;AA0797S01890E;0797S01890;AA;Face visible;47.6943;-7.96675324640392;18.8992762657941;
ZUCCHIUS;AA6138S05065W;6138S05065;AA;Face visible;63.1795;-61.3822220023439;309.351622261903;
ZUPUS;AA1718S05237W;1718S05237;AA;Face visible;35.2924;-17.178263369547;307.625689972381;
ABEL A;SF3631S08580E;3631S08580;SF;Zone des librations;27.8334;-36.3141134225544;85.7973049022226;
ABEL B;SF3672S08260E;3672S08260;SF;Zone des librations;41.5459;-36.7202387424574;82.5954239137835;
ABEL C;SF3613S08141E;3613S08141;SF;Zone des librations;36.8427;-36.1273200682017;81.4093854575143;
ABEL D;SF3767S08645E;3767S08645;SF;Zone des librations;27.8972;-37.6716363962301;86.4543292023105;
ABEL E;SF3754S08444E;3754S08444;SF;Zone des librations;13.998;-37.53544344262;84.4354107648309;
ABEL J;SF3620S07987E;3620S07987;SF;Face visible;18.7579;-36.2027265333299;79.871350079171;
ABEL K;SF3469S07746E;3469S07746;SF;Face visible;9.94431;-34.6915453720296;77.4576347982072;
ABEL L;SF3455S08239E;3455S08239;SF;Zone des librations;54.1297;-34.5525362125041;82.3945914805663;
ABEL M;SF3238S08352E;3238S08352;SF;Zone des librations;91.0059;-32.3763173387383;83.5217931160915;
ABENEZRA A;SF2279S01044E;2279S01044;SF;Face visible;22.1887;-22.7915378865391;10.4422774825535;
ABENEZRA B;SF2082S01006E;2082S01006;SF;Face visible;13.7665;-20.8177767523667;10.0624665450461;
ABENEZRA C;SF2137S01109E;2137S01109;SF;Face visible;43.6924;-21.3666419559798;11.0906056917096;
ABENEZRA D;SF2176S00965E;2176S00965;SF;Face visible;7.25231;-21.7586806328165;9.64887846784204;
ABENEZRA E;SF2146S00940E;2146S00940;SF;Face visible;14.1057;-21.4636419788992;9.40444277911235;
ABENEZRA F;SF2158S01034E;2158S01034;SF;Face visible;6.30466;-21.5800415029169;10.3364724969565;
ABENEZRA G;SF2053S01100E;2053S01100;SF;Face visible;4.92428;-20.532653647011;11.0016430033618;
ABENEZRA H;SF2109S01271E;2109S01271;SF;Face visible;4.72432;-21.0864967696249;12.7110304155184;
ABENEZRA J;SF1992S01069E;1992S01069;SF;Face visible;4.25785;-19.9173392035411;10.6862963027858;
ABENEZRA P;SF2002S00985E;2002S00985;SF;Face visible;39.2686;-20.0161786867491;9.84964419753164;
ABULFEDA A;SF1643S01075E;1643S01075;SF;Face visible;13.2578;-16.4302514740657;10.7533255852632;
ABULFEDA B;SF1451S01637E;1451S01637;SF;Face visible;15.4917;-14.507184846608;16.370478829607;
ABULFEDA BA;SF1469S01680E;1469S01680;SF;Face visible;13.9878;-14.6917248743076;16.7958519578056;
ABULFEDA C;SF1279S01083E;1279S01083;SF;Face visible;16.4257;-12.7929660747557;10.8289782110092;
ABULFEDA D;SF1325S00946E;1325S00946;SF;Face visible;19.6813;-13.2474207070089;9.46121959006721;
ABULFEDA E;SF1676S01014E;1676S01014;SF;Face visible;5.55333;-16.7613124866262;10.1361512721732;
ABULFEDA F;SF1619S01307E;1619S01307;SF;Face visible;17.473;-16.1861550985964;13.0659479838378;
ABULFEDA G;SF1310S00894E;1310S00894;SF;Face visible;6.30909;-13.1020750579982;8.93669360907066;
ABULFEDA H;SF1384S00956E;1384S00956;SF;Face visible;4.22246;-13.8351156212594;9.55707801724058;
ABULFEDA J;SF1549S01003E;1549S01003;SF;Face visible;4.06904;-15.486168377213;10.0326988292733;
ABULFEDA K;SF1492S01058E;1492S01058;SF;Face visible;9.93299;-14.9203173722903;10.5799866081488;
ABULFEDA L;SF1409S01067E;1409S01067;SF;Face visible;4.9467;-14.0868637621918;10.6716640188939;
ABULFEDA M;SF1623S01206E;1623S01206;SF;Face visible;10.0538;-16.2349958932712;12.0622961369604;
ABULFEDA N;SF1514S01220E;1514S01220;SF;Face visible;13.0717;-15.1440099256587;12.2003549638801;
ABULFEDA O;SF1547S01116E;1547S01116;SF;Face visible;6.60044;-15.4682076771231;11.1584180061896;
ABULFEDA P;SF1550S01154E;1550S01154;SF;Face visible;4.58801;-15.4973049420253;11.5448440635333;
ABULFEDA Q;SF1286S01222E;1286S01222;SF;Face visible;3.50601;-12.8592044528311;12.2239538929694;
ABULFEDA R;SF1279S01297E;1279S01297;SF;Face visible;6.33941;-12.7855447302603;12.9677897801447;
ABULFEDA S;SF1228S01330E;1228S01330;SF;Face visible;5.27872;-12.2840525942761;13.2978953204427;
ABULFEDA T;SF1486S01371E;1486S01371;SF;Face visible;6.15623;-14.8581566308914;13.713756502947;
ABULFEDA U;SF1297S01380E;1297S01380;SF;Face visible;5.81764;-12.9719283176399;13.7953420676837;
ABULFEDA W;SF1255S01385E;1255S01385;SF;Face visible;5.41833;-12.5516268979614;13.8472295857537;
ABULFEDA X;SF1501S01399E;1501S01399;SF;Face visible;5.80274;-15.0146812508663;13.9941705630129;
ABULFEDA Y;SF1276S01405E;1276S01405;SF;Face visible;4.62531;-12.7567106011815;14.052462581011;
ABULFEDA Z;SF1473S01518E;1473S01518;SF;Face visible;5.65547;-14.7296101715998;15.1775567307892;
ADAMS B;SF3154S06570E;3154S06570;SF;Face visible;31.328;-31.5429446979045;65.7006736430286;
ADAMS C;SF3235S06554E;3235S06554;SF;Face visible;11.1239;-32.3514548911254;65.5391774026075;
ADAMS D;SF3241S07145E;3241S07145;SF;Face visible;46.2634;-32.4074308053256;71.4504495507447;
ADAMS M;SF3473S06933E;3473S06933;SF;Face visible;25.2323;-34.7329894490842;69.332491013386;
ADAMS P;SF3515S07091E;3515S07091;SF;Face visible;25.4311;-35.1451933196982;70.9095130134983;
AGATHARCHIDES A;SF2327S02846W;2327S02846;SF;Face visible;15.6842;-23.2734552949061;331.53890698197;
AGATHARCHIDES B;SF2152S03171W;2152S03171;SF;Face visible;6.97483;-21.5200465493812;328.290059218582;
AGATHARCHIDES C;SF2206S03294W;2206S03294;SF;Face visible;11.4578;-22.0558701215713;327.056413238651;
AGATHARCHIDES E;SF2074S03319W;2074S03319;SF;Face visible;15.2737;-20.7446599485167;326.812833903315;
AGATHARCHIDES F;SF2026S03186W;2026S03186;SF;Face visible;5.89164;-20.2575999707225;328.142645283884;
AGATHARCHIDES G;SF2017S02684W;2017S02684;SF;Face visible;5.95705;-20.1716145662343;333.157266745334;
AGATHARCHIDES H;SF2041S03395W;2041S03395;SF;Face visible;15.9734;-20.4098362168166;326.054515810035;
AGATHARCHIDES J;SF2162S03261W;2162S03261;SF;Face visible;13.0449;-21.6220192389557;327.394110493801;
AGATHARCHIDES K;SF2108S02753W;2108S02753;SF;Face visible;13.3493;-21.0764690591421;332.465168135761;
AGATHARCHIDES L;SF2112S02679W;2112S02679;SF;Face visible;7.99389;-21.1224296411849;333.210462227694;
AGATHARCHIDES N;SF2109S02972W;2109S02972;SF;Face visible;21.6468;-21.0916807649779;330.283626355134;
AGATHARCHIDES O;SF1924S02671W;1924S02671;SF;Face visible;4.6504;-19.2377764325438;333.287835643271;
AGATHARCHIDES P;SF2030S02877W;2030S02877;SF;Face visible;65.9841;-20.3001693705101;331.226754269542;
AGATHARCHIDES R;SF1836S03085W;1836S03085;SF;Face visible;5.11406;-18.3601241165471;329.154559285364;
AGATHARCHIDES S;SF1775S03059W;1775S03059;SF;Face visible;3.05635;-17.7527178729495;329.411136760363;
AGATHARCHIDES T;SF1832S02780W;1832S02780;SF;Face visible;5.62195;-18.3245066932303;332.202271517175;
AGRIPPA B;SF0620N00946E;0620N00946;SF;Face visible;4.01276;6.19622374123489;9.4567180175488;
AGRIPPA D;SF0377N00672E;0377N00672;SF;Face visible;21.3644;3.76751047173354;6.71508974654069;
AGRIPPA E;SF0516N00844E;0516N00844;SF;Face visible;5.00021;5.16111880311137;8.4428785532894;
AGRIPPA F;SF0430N01137E;0430N01137;SF;Face visible;5.346;4.30121249032638;11.3697446432137;
AGRIPPA G;SF0391N00616E;0391N00616;SF;Face visible;13.2366;3.91031788751391;6.15921122597689;
AGRIPPA H;SF0475N01070E;0475N01070;SF;Face visible;4.85786;4.75005312338106;10.6975750469796;
AGRIPPA S;SF0528N00889E;0528N00889;SF;Face visible;31.7146;5.27876808630501;8.89262574428598;
AIRY A;SF1705S00764E;1705S00764;SF;Face visible;12.1901;-17.0451064285522;7.63982750566237;
AIRY B;SF1767S00846E;1767S00846;SF;Face visible;27.2584;-17.6690161565659;8.45629199031459;
AIRY C;SF1925S00477E;1925S00477;SF;Face visible;30.4856;-19.2472490232626;4.77358021680343;
AIRY D;SF1813S00834E;1813S00834;SF;Face visible;6.61026;-18.1340491267873;8.33696651080977;
AIRY E;SF2075S00755E;2075S00755;SF;Face visible;38.0376;-20.7513382558108;7.54801703065941;
AIRY F;SF1820S00726E;1820S00726;SF;Face visible;4.8358;-18.204532037795;7.26284986805644;
AIRY G;SF1870S00696E;1870S00696;SF;Face visible;25.325;-18.6970743488547;6.95505242842917;
AIRY H;SF1874S00569E;1874S00569;SF;Face visible;9.30792;-18.7352319238594;5.68858557811968;
AIRY J;SF1905S00608E;1905S00608;SF;Face visible;3.92596;-19.0523818221561;6.08495333709983;
AIRY L;SF2047S00754E;2047S00754;SF;Face visible;6.02248;-20.4700982698327;7.54012043400687;
AIRY M;SF1915S00756E;1915S00756;SF;Face visible;0.854494;-19.1488050021514;7.56320580621436;
AIRY N;SF1785S00818E;1785S00818;SF;Face visible;7.94869;-17.8537111980301;8.17503306826759;
AIRY O;SF1675S00835E;1675S00835;SF;Face visible;4.5299;-16.7520993553647;8.35242078004144;
AIRY P;SF1588S00835E;1588S00835;SF;Face visible;6.64345;-15.8836518809767;8.3490826567108;
AIRY R;SF1960S00878E;1960S00878;SF;Face visible;6.33818;-19.6016624455704;8.77910185658405;
AIRY S;SF1728S00939E;1728S00939;SF;Face visible;5.30923;-17.2765080511595;9.38976288209205;
AIRY T;SF1927S00938E;1927S00938;SF;Face visible;36.9161;-19.274243754917;9.38302738141123;
AIRY V;SF1750S00914E;1750S00914;SF;Face visible;4.42932;-17.4978924726614;9.13649176968099;
AIRY X;SF1895S01012E;1895S01012;SF;Face visible;3.87475;-18.947243610718;10.1216202776172;
ALBATEGNIUS A;SF0934S00303E;0934S00303;SF;Face visible;6.78808;-9.3420225135235;3.03061596099407;
ALBATEGNIUS B;SF1007S00403E;1007S00403;SF;Face visible;18.9833;-10.07329886999;4.02885847699932;
ALBATEGNIUS C;SF1033S00371E;1033S00371;SF;Face visible;5.66414;-10.3313411492929;3.70916987074939;
ALBATEGNIUS D;SF1136S00714E;1136S00714;SF;Face visible;8.35389;-11.3565076122584;7.14230135107708;
ALBATEGNIUS E;SF1295S00638E;1295S00638;SF;Face visible;12.673;-12.9456356483425;6.38265324495316;
ALBATEGNIUS G;SF0946S00189E;0946S00189;SF;Face visible;13.7875;-9.46287279282278;1.88528707630138;
ALBATEGNIUS H;SF0966S00516E;0966S00516;SF;Face visible;11.7675;-9.66339490373914;5.16009717435298;
ALBATEGNIUS J;SF1114S00619E;1114S00619;SF;Face visible;5.96768;-11.1409808081709;6.19163823316137;
ALBATEGNIUS K;SF0990S00200E;0990S00200;SF;Face visible;10.3105;-9.90206600597429;1.99762249380947;
ALBATEGNIUS L;SF1208S00631E;1208S00631;SF;Face visible;7.44742;-12.0824624882299;6.31243637985177;
