NAME;LUN;LUN_REDUCED;NAMETYPE;FACE;IAU_DIAMETER;IAU_CENTER_LATITUDE;IAU_CENTER_LONGITUDE;
Lunar formations database V2.1;� Copyright Christian Legrand;
For personal use only;
ABBOT;AA0556N05474E;0556N05474;AA;Face visible;10.4043;5.55616226346136;54.7430589309508;
ABEL;AA3463S08578E;3463S08578;AA;Zone des librations;137.349;-34.6257003361427;85.7762185311885;
ABENEZRA;AA2099S01189E;2099S01189;AA;Face visible;43.1887;-20.9935637435813;11.8906568620438;
ABETTI;AA2011N02782E;2011N02782;AA;Face visible;1.59879;20.1127273642687;27.8157242752838;
ABULFEDA;AA1387S01391E;1387S01391;AA;Face visible;62.2345;-13.8650869926429;13.9102981681918;
ACOSTA;AA0565S06014E;0565S06014;AA;Face visible;13.0615;-5.64530508826036;60.1394730652901;
ADAMS;AA3189S06839E;3189S06839;AA;Face visible;63.2702;-31.8916341691825;68.3869015353649;
AGATHARCHIDES;AA1985S03111W;1985S03111;AA;Face visible;51.9832;-19.8537009804279;328.885381439857;
AGRIPPA;AA0410N01047E;0410N01047;AA;Face visible;43.7467;4.09639942536124;10.4741346961679;
AIRY;AA1814S00561E;1814S00561;AA;Face visible;38.8999;-18.1416280150276;5.61485798365116;
AKIS;AA2001N03176W;2001N03176;AA;Face visible;2.28179;20.0108621824275;328.240599939583;
AL-BAKRI;AA1434N02025E;1434N02025;AA;Face visible;12.2124;14.3353921449422;20.2451109277967;
AL-MARRAKUSHI;AA1045S05577E;1045S05577;AA;Face visible;8.56535;-10.4467383369904;55.770266277674;
ALAN;AA1093S00617W;1093S00617;AA;Face visible;1.43526;-10.9330563533681;353.82908575974;
ALBATEGNIUS;AA1124S00401E;1124S00401;AA;Face visible;130.84;-11.2400256943076;4.00919711121067;
ALBERT;AA3830N03500W;3830N03500;AA;Face visible;0.1;38.298683166504;325.00181579591;
ALDRIN;AA0141N02209E;0141N02209;AA;Face visible;2.80139;1.40585054918935;22.0899462614279;
ALEXANDER;AA4025N01369E;4025N01369;AA;Face visible;94.8028;40.2515214746878;13.6931543755926;
ALFRAGANUS;AA0542S01897E;0542S01897;AA;Face visible;20.5207;-5.42166110863528;18.9706169940179;
ALHAZEN;AA1591N07183E;1591N07183;AA;Face visible;34.648;15.9147834419603;71.8278983870921;
ALIACENSIS;AA3060S00513E;3060S00513;AA;Face visible;79.6473;-30.5951934972832;5.13076746903611;
ALMANON;AA1685S01514E;1685S01514;AA;Face visible;47.7583;-16.8450281530623;15.1350762325706;
ALOHA;AA2979N05388W;2979N05388;AA;Face visible;2.54796;29.7926088803643;306.120409923215;
ALPETRAGIUS;AA1605S00451W;1605S00451;AA;Face visible;40.0233;-16.047972454966;355.489600723737;
ALPHONSUS;AA1339S00285W;1339S00285;AA;Face visible;110.54;-13.3879365676346;357.153727765917;
AMEGHINO;AA0330N05704E;0330N05704;AA;Face visible;9.19562;3.29945276799405;57.0370087009937;
AMMONIUS;AA0852S00083W;0852S00083;AA;Face visible;8.55194;-8.52091945137354;359.173970712337;
AMONTONS;AA0534S04678E;0534S04678;AA;Face visible;2.46726;-5.33721209305352;46.7779314305823;
AMUNDSEN;AA8444S08307E;8444S08307;AA;Zone des librations;103.395;-84.4397954419999;83.0691495400001;
ANAXAGORAS;AA7348N01017W;7348N01017;AA;Face visible;51.8959;73.4809992224423;349.828750605499;
ANAXIMANDER;AA6697N05144W;6697N05144;AA;Face visible;68.7114;66.9670764410563;308.55831693168;
ANAXIMENES;AA7249N04498W;7249N04498;AA;Face visible;81.1167;72.4850219873911;315.017497776759;
ANDEL;AA1041S01238E;1041S01238;AA;Face visible;32.9312;-10.4141284580179;12.3834536936384;
ANGO;AA2048N03234W;2048N03234;AA;Face visible;0.870772;20.4775458871749;327.6620489068;
ANGSTROM;AA2990N04167W;2990N04167;AA;Face visible;9.55012;29.8956843505855;318.332565060532;
ANN;AA2511N00005W;2511N00005;AA;Face visible;2.11887;25.1094420387705;359.94597537386;
ANNEGRIT;AA2943N02564W;2943N02564;AA;Face visible;1.28604;29.4308552970957;334.363537519149;
ANSGARIUS;AA1292S07972E;1292S07972;AA;Face visible;91.4188;-12.92350698794;79.7231037615926;
ANVILLE;AA0184N04951E;0184N04951;AA;Face visible;10.2573;1.8428023233084;49.5079956544134;
APENNINE FRONT;LF2590N00370E;2590N00370;LF;Face visible;6;25.9000000000001;3.70000000000005;
APIANUS;AA2696S00787E;2696S00787;AA;Face visible;63.4398;-26.9625258320752;7.86823257852464;
APOLLONIUS;AA0451N06096E;0451N06096;AA;Face visible;50.6614;4.50530651149302;60.9648053473451;
ARAGO;AA0615N02143E;0615N02143;AA;Face visible;25.509;6.14870573655519;21.4261036202176;
ARAGO ALPHA;DM0760N02150E;;;;;;;
ARAGO BETA;DM0630N02010E;;;;;;;
ARATUS;AA2358N00451E;2358N00451;AA;Face visible;10.233;23.5793129919751;4.50519158209071;
ARCHIMEDES;AA2972N00399W;2972N00399;AA;Face visible;81.0417;29.7172311104337;356.00690608292;
ARCHYTAS;AA5887N00499E;5887N00499;AA;Face visible;31.9497;58.8662011370949;4.99248231671936;
ARGELANDER;AA1655S00580E;1655S00580;AA;Face visible;33.716;-16.549289579183;5.80110392731562;
ARIADAEUS;AA0455N01728E;0455N01728;AA;Face visible;10.401;4.55494041052991;17.2762775835368;
ARISTARCHUS;AA2373N04749W;2373N04749;AA;Face visible;39.9945;23.729882318548;312.509874820608;
ARISTILLUS;AA3388N00121E;3388N00121;AA;Face visible;54.3711;33.8808311692038;1.20754733948537;
ARISTOTELES;AA5024N01732E;5024N01732;AA;Face visible;87.5669;50.2430496394326;17.3200315754489;
ARMSTRONG;AA0135N02494E;0135N02494;AA;Face visible;4.21448;1.35351746234559;24.9437132813594;
ARNOLD;AA6698N03583E;6698N03583;AA;Face visible;93.1332;66.984624126327;35.8286286821677;
ARTEMIS;AA2503N02536W;2503N02536;AA;Face visible;2.28156;25.0326334448027;334.64481392648;
ARTSIMOVICH;AA2761N03663W;2761N03663;AA;Face visible;7.95956;27.6115641995932;323.37191557203;
ARYABHATA;AA0620N03517E;0620N03517;AA;Face visible;21.8898;6.20279974867802;35.1732611314263;
ARZACHEL;AA1826S00193W;1826S00193;AA;Face visible;96.988;-18.2643216015917;358.069635995061;
ASADA;AA0725N04990E;0725N04990;AA;Face visible;12.3729;7.2466457093889;49.9017608760492;
ASCLEPI;AA5519S02552E;5519S02552;AA;Face visible;40.5625;-55.1899186320474;25.5231240805664;
ASTON;AA3277N08768W;3277N08768;AA;Zone des librations;44.4792;32.7658418949523;272.315178680338;
ATLAS;AA4674N04438E;4674N04438;AA;Face visible;88.1165;46.7402737643448;44.3816029923717;
ATWOOD;AA0588S05778E;0588S05778;AA;Face visible;28.6444;-5.87702306344338;57.775017939469;
AUTOLYCUS;AA3068N00149E;3068N00149;AA;Face visible;38.8787;30.6756788201213;1.48583351688527;
AUWERS;AA1500N01712E;1500N01712;AA;Face visible;19.6421;14.996757176021;17.1184058563732;
AUZOUT;AA1021N06401E;1021N06401;AA;Face visible;32.921;10.2078411400409;64.0091762157018;
AVERY;AA0132S08137E;0132S08137;AA;Zone des librations;10.7297;-1.31715592847024;81.3666781232783;
AZOPHI;AA2219S01270E;2219S01270;AA;Face visible;47.5411;-22.1930271654152;12.6957785458325;
BAADE;AA4475S08203W;4475S08203;AA;Zone des librations;57.8506;-44.7495815356203;277.965431207515;
BABBAGE;AA5956N05738W;5956N05738;AA;Face visible;146.558;59.5623298967475;302.616938195021;
BABY RAY;LF0910S01540E;0910S01540;LF;Face visible;0.16;-9.09999999999991;15.4000000000001;
BACK;AA0120N08067E;0120N08067;AA;Zone des librations;34.6326;1.19640568181698;80.6680486519191;
BACO;AA5104S01910E;5104S01910;AA;Face visible;65.3077;-51.0441213249458;19.0964448548733;
BAILLAUD;AA7461N03735E;7461N03735;AA;Face visible;89.4393;74.6078182697698;37.3517427730497;
BAILLY;AA6682S06890W;6682S06890;AA;Face visible;300.565;-66.8214676028729;291.104637608776;
BAILY;AA4978N03056E;4978N03056;AA;Face visible;25.6756;49.7797997235181;30.5582288067702;
BALBOA;AA1924N08331W;1924N08331;AA;Zone des librations;69.1947;19.2366804160389;276.692036787463;
BALL;AA3592S00839W;3592S00839;AA;Face visible;40.3113;-35.9227876231938;351.605794458577;
BALMER;AA2027S07022E;2027S07022;AA;Face visible;136.296;-20.2714537821299;70.2247056930314;
BANACHIEWICZ;AA0528N08001E;0528N08001;AA;Zone des librations;99.0941;5.27697305517754;80.0096751427833;
BANCROFT;AA2807N00643W;2807N00643;AA;Face visible;12.498;28.0659088961363;353.566052007991;
BANTING;AA2658N01643E;2658N01643;AA;Face visible;5.14992;26.581350718166;16.4284182359152;
BARKLA;AA1067S06722E;1067S06722;AA;Face visible;40.8976;-10.6679774748886;67.2187393802295;
BARNARD;AA2979S08595E;2979S08595;AA;Zone des librations;115.735;-29.7882943405279;85.9488810659179;
BAROCIUS;AA4498S01681E;4498S01681;AA;Face visible;82.7235;-44.9790550576446;16.8058217480076;
BARROW;AA7128N00759E;7128N00759;AA;Face visible;93.8209;71.2844036910152;7.58601725371104;
BARTELS;AA2451N08985W;2451N08985;AA;Zone des librations;54.951;24.5064977019752;270.154788961494;
BAYER;AA5162S03514W;5162S03514;AA;Face visible;48.5144;-51.6207024617858;324.855281407586;
BEALS;AA3711N08658E;3711N08658;AA;Zone des librations;52.6085;37.108989796465;86.5785304187973;
BEAR MOUNTAIN;LF2000N03070E;2000N03070;LF;Face visible;0;20.0000000000001;30.7;
BEAUMONT;AA1808S02882E;1808S02882;AA;Face visible;50.6859;-18.0806977975832;28.8228540116788;
BEER;AA2707N00910W;2707N00910;AA;Face visible;9.05923;27.0746037345845;350.898327389466;
BEHAIM;AA1661S07941E;1661S07941;AA;Face visible;56.2112;-16.6056270177724;79.4050676366214;
BEKETOV;AA1623N02918E;1623N02918;AA;Face visible;8.29708;16.2309108109444;29.1769262654369;
BEL'KOVICH;AA6153N09015E;6153N09015;AA;Zone des librations;215.08;61.5277678436192;90.1470230113744;
BELA;AA2467N00227E;2467N00227;AA;Face visible;10.074;24.6650418642325;2.26928728500958;
BELLOT;AA1248S04819E;1248S04819;AA;Face visible;17.4962;-12.4759823699288;48.1944997597639;
BENCH;LF0320S02340W;0320S02340;LF;Face visible;0.1;-3.19999999999993;336.6;
BERNOULLI;AA3493N06061E;3493N06061;AA;Face visible;47.2999;34.9295120511551;60.6124011725579;
BEROSUS;AA3350N06999E;3350N06999;AA;Face visible;75.2366;33.4955593281315;69.9921610470115;
BERZELIUS;AA3655N05095E;3655N05095;AA;Face visible;48.5303;36.5518210640338;50.9547766417422;
BESSARION;AA1485N03731W;1485N03731;AA;Face visible;9.84025;14.8510497603151;322.69247347202;
BESSEL;AA2173N01792E;2173N01792;AA;Face visible;15.5632;21.7342309503036;17.9203538413563;
BETTINUS;AA6340S04516W;6340S04516;AA;Face visible;71.784;-63.396885490379;314.83976920982;
BIANCHINI;AA4878N03437W;4878N03437;AA;Face visible;37.5887;48.781409021226;325.62605542587;
BIELA;AA5499S05163E;5499S05163;AA;Face visible;77.0286;-54.9914736926158;51.6285461146374;
BILHARZ;AA0583S05634E;0583S05634;AA;Face visible;44.5535;-5.82781626001329;56.3438016204773;
BILLY;AA1383S05024W;1383S05024;AA;Face visible;45.5714;-13.8323985111981;309.761839428154;
BIOT;AA2270S05108E;2270S05108;AA;Face visible;13.0086;-22.7002640589366;51.0798323440053;
BIRMINGHAM;AA6512N01070W;6512N01070;AA;Face visible;89.9166;65.1237699285861;349.30212976797;
BIRT;AA2236S00859W;2236S00859;AA;Face visible;15.8073;-22.3635828867156;351.407744178333;
BLACK;AA0920S08039E;0920S08039;AA;Zone des librations;19.4624;-9.19592851607615;80.3948731018628;
BLAGG;AA0122N00146E;0122N00146;AA;Face visible;4.97062;1.21894111443153;1.46387634977295;
BLANCANUS;AA6377S02163W;6377S02163;AA;Face visible;105.822;-63.7697389054029;338.370075334755;
BLANCHINUS;AA2532S00244E;2532S00244;AA;Face visible;59.901;-25.3156147983828;2.44385793742772;
BLISS;AA5304N01378W;5304N01378;AA;Face visible;22.8495;53.0433451555732;346.220670160036;
BLOCK;LF0320S02340W;0320S02340;LF;Face visible;0.01;-3.19999999999993;336.6;
BOBILLIER;AA1963N01544E;1963N01544;AA;Face visible;6.0441;19.6311013792943;15.4354495420982;
BODE;AA0671N00245W;0671N00245;AA;Face visible;17.7961;6.71007344970337;357.547912908076;
BOETHIUS;AA0557N07233E;0557N07233;AA;Face visible;11.1656;5.56895390849664;72.3339963993169;
BOGUSLAWSKY;AA7290S04326E;7290S04326;AA;Face visible;94.586;-72.9012125909231;43.2572241075842;
BOHNENBERGER;AA1624S04006E;1624S04006;AA;Face visible;31.7392;-16.237717155012;40.055589222584;
BOHR;AA1271N08652W;1271N08652;AA;Zone des librations;70.0707;12.7063102061147;273.475917723183;
BOMBELLI;AA0528N05619E;0528N05619;AA;Face visible;9.72291;5.280049189562;56.1868549651405;
BONPLAND;AA0838S01733W;0838S01733;AA;Face visible;59.2453;-8.37554913876452;342.665867582278;
BOOLE;AA6379N08729W;6379N08729;AA;Zone des librations;61.3367;63.7884666083384;272.714630621293;
BORDA;AA2520S04652E;2520S04652;AA;Face visible;45.4021;-25.1951863777926;46.5225775752924;
BOREL;AA2237N02642E;2237N02642;AA;Face visible;4.66243;22.373543173225;26.4240813365458;
BORIS;AA3053N03350W;3053N03350;AA;Face visible;1.72605;30.5339071481911;326.499325948796;
BORN;AA0605S06683E;0605S06683;AA;Face visible;15.0674;-6.05260827579133;66.8273530689915;
BORYA;AA3830N03500W;3830N03500;AA;Face visible;0.4;38.299369812012;324.99961853027;
BOSCOVICH;AA0971N01101E;0971N01101;AA;Face visible;41.5288;9.71092913313593;11.0111043080778;
BOSS;AA4575N08868E;4575N08868;AA;Zone des librations;50.2004;45.747967752797;88.6799252330723;
BOUGUER;AA5232N03582W;5232N03582;AA;Face visible;22.2346;52.3224356940925;324.177214847258;
BOUSSINGAULT;AA7021S05373E;7021S05373;AA;Face visible;127.609;-70.2063336216502;53.734170593212;
BOWEN;AA1763N00910E;1763N00910;AA;Face visible;8.0906;17.6280986019874;9.09801277404367;
BOWEN APOLLO;LF2030N03090E;2030N03090;LF;Face visible;0.42;20.3000000000001;30.9;
BRACKETT;AA1784N02354E;1784N02354;AA;Face visible;8.87183;17.8399443373239;23.5355673168318;
BRAYLEY;AA2090N03694W;2090N03694;AA;Face visible;14.1665;20.8962808780521;323.062716886719;
BREISLAK;AA4831S01831E;4831S01831;AA;Face visible;48.6392;-48.3075294525613;18.3096308112596;
BRENNER;AA3909S03911E;3909S03911;AA;Face visible;90.0107;-39.0935797948693;39.1078279758163;
BREWSTER;AA2327N03469E;2327N03469;AA;Face visible;9.83202;23.2693784999074;34.6857320807697;
BRIANCHON;AA7475N08836W;7475N08836;AA;Zone des librations;137.264;74.7511541823652;271.63583679141;
BRIDGE;LF2600N00360E;2600N00360;LF;Face visible;0.71;26.0000000000001;3.60000000000008;
BRIGGS;AA2645N06919W;2645N06919;AA;Face visible;36.7534;26.4527967875033;290.812733577406;
BRISBANE;AA4920S06876E;4920S06876;AA;Face visible;44.3205;-49.1997240810205;68.7569424772093;
BRONTE;LF2020N03070E;2020N03070;LF;Face visible;0.23;20.2;30.7;
BROWN;AA4653S01799W;4653S01799;AA;Face visible;34.032;-46.5278950859666;342.011892344636;
BRUCE;AA0116N00037E;0116N00037;AA;Face visible;6.14427;1.16415094628128;0.3738993992562;
BUCH;AA3890S01768E;3890S01768;AA;Face visible;51.3131;-38.8990485615307;17.6786178380642;
BULLIALDUS;AA2075S02226W;2075S02226;AA;Face visible;60.7188;-20.7477098539254;337.736786859104;
BUNSEN;AA4140N08546W;4140N08546;AA;Zone des librations;55.2238;41.4035838085308;274.540350746235;
BURCKHARDT;AA3111N05639E;3111N05639;AA;Face visible;54.3647;31.1072339480342;56.387623104312;
BURG;AA4507N02821E;4507N02821;AA;Face visible;41.0423;45.0733907906716;28.2081339315321;
BURNHAM;AA1392S00725E;1392S00725;AA;Face visible;24.0915;-13.9207623358085;7.25129754819552;
BUSCHING;AA3804S01996E;3804S01996;AA;Face visible;53.4948;-38.0424634938027;19.9551112591838;
BYRD;AA8543N01007E;8543N01007;AA;Face visible;97.4892;85.4283316441168;10.0699240164575;
BYRGIUS;AA2473S06538W;2473S06538;AA;Face visible;84.4621;-24.7310544422407;294.620124588251;
C HERSCHEL;AA3448N03129W;3448N03129;AA;Face visible;13.7014;34.4815267814671;328.705050342907;
C MAYER;AA6326N01731E;6326N01731;AA;Face visible;37.5397;63.2562305960129;17.3072432912175;
CABEUS;AA8533S04213W;8533S04213;AA;Face visible;100.582;-85.3303035351807;317.867312065404;
CAJAL;AA1259N03108E;1259N03108;AA;Face visible;8.56634;12.5927603590666;31.0750414185818;
CALIPPUS;AA3892N01072E;3892N01072;AA;Face visible;34.0326;38.9248909157081;10.7175044859651;
CAMELOT;LF2020N03070E;2020N03070;LF;Face visible;0.63;20.2;30.7;
CAMERON;AA0619N04593E;0619N04593;AA;Face visible;10.9072;6.18628840809134;45.9336787804105;
CAMPANUS;AA2804S02790W;2804S02790;AA;Face visible;46.4051;-28.0425576934681;332.102088991938;
CANNON;AA1988N08136E;1988N08136;AA;Zone des librations;57.5759;19.8752397350459;81.3641311088915;
CAPELLA;AA0765S03492E;0765S03492;AA;Face visible;48.1303;-7.64760521401612;34.9164473438429;
CAPUANUS;AA3409S02673W;3409S02673;AA;Face visible;59.6857;-34.0926394760694;333.268376176287;
CARDANUS;AA1327N07250W;1327N07250;AA;Face visible;49.5739;13.2715756352848;287.501666175243;
CARLINI;AA3375N02412W;3375N02412;AA;Face visible;10.6575;33.7499218711467;335.88055848272;
CARLOS;AA2491N00228E;2491N00228;AA;Face visible;4.66924;24.9074654070695;2.28317434368518;
CARMICHAEL;AA1953N04036E;1953N04036;AA;Face visible;19.7312;19.5341871911731;40.3618558745557;
CARPENTER;AA6952N05123W;6952N05123;AA;Face visible;59.061;69.515550247696;308.766356384024;
CARREL;AA1067N02668E;1067N02668;AA;Face visible;15.5876;10.6654781512278;26.6795744522765;
CARRILLO;AA0211S08096E;0211S08096;AA;Zone des librations;17.852;-2.11110733209277;80.9606890871054;
CARRINGTON;AA4397N06204E;4397N06204;AA;Face visible;27.773;43.9673620681552;62.0366322644727;
CARTAN;AA0424N05929E;0424N05929;AA;Face visible;15.6227;4.24162531064281;59.2866522962329;
CASATUS;AA7270S03075W;7270S03075;AA;Face visible;102.85;-72.6963598362964;329.252389570579;
CASSINI;AA4025N00464E;4025N00464;AA;Face visible;56.8766;40.250262008738;4.64365678930938;
CATALAN;AA4570S08737W;4570S08737;AA;Zone des librations;26.7735;-45.695451132417;272.62841300834;
CATENA ABULFEDA;CA1659S01670E;1659S01670;CA;Face visible;209.972;-16.5911575189475;16.7001324150526;
CATENA BRIGITTE;CA1850N02749E;1850N02749;CA;Face visible;7.6503;18.495359322404;27.4929634393681;
CATENA DAVY;CA1098S00627W;1098S00627;CA;Face visible;52.3361;-10.9847390607718;353.734424345263;
CATENA HUMBOLDT;CA2198S08470E;2198S08470;CA;Zone des librations;162.288;-21.9809355679999;84.6969892560001;
CATENA KRAFFT;CA1491N07225W;1491N07225;CA;Face visible;55.1054;14.9135542781983;287.74974174536;
CATENA LITTROW;CA2223N02961E;2223N02961;CA;Face visible;10.2998;22.2308060553789;29.6113899804758;
CATENA PIERRE;CA1976N03186W;1976N03186;CA;Face visible;9.43503;19.761239165647;328.141632575329;
CATENA SYLVESTER;CA7999N08312W;7999N08312;CA;Zone des librations;139;79.989784939495;276.882236642918;
CATENA TARUNTIUS;CA0304N04871E;0304N04871;CA;Face visible;69.2389;3.04305927860758;48.706421841937;
CATENA TIMOCHARIS;CA2909N01321W;2909N01321;CA;Face visible;48.3693;29.0949243920001;346.794017099844;
CATENA YURI;CA2441N03038W;2441N03038;CA;Face visible;4.51752;24.4081442452209;329.61839221315;
CATHARINA;AA1798S02355E;1798S02355;AA;Face visible;98.7724;-17.9801519496729;23.5521102022068;
CAUCHY;AA0956N03863E;0956N03863;AA;Face visible;11.8037;9.55614864684473;38.6261250314349;
CAUCHY OMEGA;DM0730N03840E;;;;;;;
CAUCHY TAU;DM0760N03680E;;;;;;;
CAVALERIUS;AA0510N06693W;0510N06693;AA;Face visible;59.3496;5.09729474747654;293.071955152945;
CAVENDISH;AA2463S05378W;2463S05378;AA;Face visible;52.6367;-24.6250982684716;306.216713211378;
CAVENTOU;AA2974N02938W;2974N02938;AA;Face visible;2.80206;29.7436570491781;330.62244133594;
CAYLEY;AA0394N01509E;0394N01509;AA;Face visible;14.2038;3.93789812686517;15.089602900455;
CELSIUS;AA3410S02005E;3410S02005;AA;Face visible;38.9583;-34.0979978474146;20.0455525648255;
CENSORINUS;AA0042S03269E;0042S03269;AA;Face visible;4.09757;-0.416880598234468;32.6907022249291;
CEPHEUS;AA4068N04578E;4068N04578;AA;Face visible;39.4336;40.6809506073627;45.7806133669842;
CHACORNAC;AA2988N03167E;2988N03167;AA;Face visible;50.4436;29.8839858777615;31.6668997704089;
CHALLIS;AA7958N00909E;7958N00909;AA;Face visible;53.2102;79.579877137;9.08556335200007;
CHANG NGO;AA1269S00216W;1269S00216;AA;Face visible;2.33637;-12.6870888129531;357.83503217559;
CHARLES;AA2990N02637W;2990N02637;AA;Face visible;1.33951;29.8968477354767;333.634366088986;
CHEVALLIER;AA4501N05157E;4501N05157;AA;Face visible;51.8321;45.009252583681;51.5726101664822;
CHING-TE;AA2002N02997E;2002N02997;AA;Face visible;3.70144;20.0195493610257;29.9680696797869;
CHLADNI;AA0399N00112E;0399N00112;AA;Face visible;13.0723;3.98692018013683;1.1171964691331;
CICHUS;AA3329S02118W;3329S02118;AA;Face visible;39.1848;-33.2877157259383;338.817480650745;
CINCO;LF0910S01550E;0910S01550;LF;Face visible;0.08;-9.09999999999991;15.5000000000001;
CLAIRAUT;AA4784S01386E;4784S01386;AA;Face visible;76.8948;-47.836101983939;13.8617577766386;
CLAUSIUS;AA3690S04393W;3690S04393;AA;Face visible;24.1981;-36.9030390934696;316.065304595733;
CLAVIUS;AA5862S01473W;5862S01473;AA;Face visible;230.77;-58.622830884248;345.272509682441;
CLEOMEDES;AA2760N05550E;2760N05550;AA;Face visible;130.771;27.600484497644;55.5005439201231;
CLEOSTRATUS;AA6032N07740W;6032N07740;AA;Face visible;63.2265;60.319579689164;282.602962744864;
CLERKE;AA2168N02980E;2168N02980;AA;Face visible;6.66092;21.6803231301413;29.7981324523106;
COCHISE;LF2020N03080E;2020N03080;LF;Face visible;0.63;20.2;30.8000000000001;
COLLINS;AA0130N02371E;0130N02371;AA;Face visible;2.57675;1.29806057291022;23.7089166984376;
COLOMBO;AA1526S04602E;1526S04602;AA;Face visible;79.0192;-15.2550419179559;46.021780404467;
CONDON;AA0187N06036E;0187N06036;AA;Face visible;34.8545;1.87307810900892;60.3601343497468;
CONDORCET;AA1210N06958E;1210N06958;AA;Face visible;74.8533;12.0996080114149;69.5831661976945;
CONE;LF0370S01740W;0370S01740;LF;Face visible;0.3;-3.69999999999993;342.6;
CONON;AA2166N00195E;2166N00195;AA;Face visible;20.9647;21.6570579207292;1.95039687945399;
COOK;AA1750S04881E;1750S04881;AA;Face visible;45.1617;-17.4974941798889;48.8071565782861;
COPERNICUS;AA0962N02008W;0962N02008;AA;Face visible;96.0699;9.62094521642403;339.921379491747;
COURTNEY;AA2514N03081W;2514N03081;AA;Face visible;1.23623;25.1350347454747;329.194919144285;
CREMONA;AA6724N09086W;6724N09086;AA;Zone des librations;85.1247;67.235216816333;269.142882289549;
CRESCENT;LF0290S02340W;0290S02340;LF;Face visible;0.6;-2.89999999999992;336.6;
CRILE;AA1421N04598E;1421N04598;AA;Face visible;9.29967;14.2083189276698;45.9841961746653;
CROZIER;AA1356S05072E;1356S05072;AA;Face visible;22.5136;-13.5594811889453;50.7176891693014;
CRUGER;AA1668S06696W;1668S06696;AA;Face visible;45.9446;-16.6768604662993;293.039756473942;
CURTIS;AA1457N05679E;1457N05679;AA;Face visible;2.87835;14.5741212802797;56.7921195462024;
CURTIUS;AA6708S00440E;6708S00440;AA;Face visible;99.2923;-67.0793711698137;4.4049404468788;
CUSANUS;AA7182N06940E;7182N06940;AA;Face visible;60.8699;71.8208064147453;69.4003580993474;
CUVIER;AA5029S00969E;5029S00969;AA;Face visible;77.299;-50.2926835344497;9.69207503518587;
CYRILLUS;AA1329S02407E;1329S02407;AA;Face visible;98.0857;-13.2913292058016;24.0654689074391;
CYSATUS;AA6621S00634W;6621S00634;AA;Face visible;47.7729;-66.2082053215775;353.661778782487;
D'ARREST;AA0226N01460E;0226N01460;AA;Face visible;29.6682;2.26480871238795;14.6041282213249;
DA VINCI;AA0910N04495E;0910N04495;AA;Face visible;37.4645;9.10480158738337;44.9548495320406;
DAG;AA1871N00526E;1871N00526;AA;Face visible;0.357669;18.7097567676493;5.26221379878639;
DAGUERRE;AA1191S03361E;1191S03361;AA;Face visible;45.787;-11.9067171654541;33.6134734939197;
DALE;AA0956S08293E;0956S08293;AA;Zone des librations;23.4059;-9.55808711242751;82.9298877483372;
DALTON;AA1707N08445W;1707N08445;AA;Zone des librations;60.6854;17.0654871041684;275.54819546276;
DALY;AA0574N05950E;0574N05950;AA;Face visible;14.963;5.74420842196915;59.5003628416771;
DAMOISEAU;AA0485S06125W;0485S06125;AA;Face visible;36.6634;-4.85139058782118;298.74997800558;
DANIELL;AA3542N03116E;3542N03116;AA;Face visible;28.204;35.4201095908707;31.1644792167712;
DARNEY;AA1461S02357W;1461S02357;AA;Face visible;14.8118;-14.6070873410139;336.431764579575;
DARWIN;AA1993S06921W;1993S06921;AA;Face visible;122.182;-19.9278829717377;290.794871747509;
DAUBREE;AA1573N01475E;1573N01475;AA;Face visible;14.6665;15.729790758167;14.7463616303718;
DAVY;AA1185S00815W;1185S00815;AA;Face visible;33.9388;-11.8470183198145;351.850881453814;
DAWES;AA1721N02634E;1721N02634;AA;Face visible;17.5965;17.2081688343451;26.343077414216;
DE GASPARIS;AA2583S05083W;2583S05083;AA;Face visible;30.8963;-25.8330809033182;309.173609071138;
DE GERLACHE;AA8848S08834W;8848S08834;AA;Zone des librations;32.7054;-88.4849214015477;271.655313619363;
DE LA RUE;AA5902N05284E;5902N05284;AA;Face visible;135.221;59.0179046900804;52.8408719503373;
DE MORGAN;AA0331N01489E;0331N01489;AA;Face visible;9.67984;3.30603273209834;14.8881796494274;
DE SITTER;AA7981N03857E;7981N03857;AA;Face visible;63.7857;79.8122905621174;38.5700603131155;
DE VICO;AA1971S06032W;1971S06032;AA;Face visible;22.1343;-19.7114121858422;299.681141132773;
DEBES;AA2947N05162E;2947N05162;AA;Face visible;31.9244;29.4739122912531;51.6239687273935;
DECHEN;AA4612N06818W;4612N06818;AA;Face visible;12.0422;46.1204454409855;291.818733742084;
DELAMBRE;AA0194S01739E;0194S01739;AA;Face visible;51.4861;-1.9391106973496;17.3940399374949;
DELAUNAY;AA2226S00262E;2226S00262;AA;Face visible;44.6255;-22.2577182067604;2.61871608236392;
DELIA;AA1091S00613W;1091S00613;AA;Face visible;1.57281;-10.9124412363266;353.874342978087;
DELISLE;AA2998N03468W;2998N03468;AA;Face visible;24.8346;29.9831494337063;325.322797519883;
DELMOTTE;AA2716N06020E;2716N06020;AA;Face visible;32.1562;27.161457310017;60.204759468379;
DELUC;AA5502S00298W;5502S00298;AA;Face visible;45.6893;-55.0164988173476;357.024631775452;
DEMBOWSKI;AA0288N00727E;0288N00727;AA;Face visible;26.1075;2.87791933744085;7.27430057695495;
